pokemon_id,name,descripction,hp,attack,defense,special-attack,special-defense,speed,img
957,tinkatink,La altura del pokemon 0.4 m y su peso es 8.9 kg,50,45,45,35,64,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/957.png
958,tinkatuff,La altura del pokemon 0.7 m y su peso es 59.1 kg,65,55,55,45,82,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/958.png
959,tinkaton,La altura del pokemon 0.7 m y su peso es 112.8 kg,85,75,77,70,105,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/959.png
960,wiglett,La altura del pokemon 1.2 m y su peso es 1.8 kg,10,55,25,35,25,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/960.png
961,wugtrio,La altura del pokemon 1.2 m y su peso es 5.4 kg,35,100,50,50,70,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/961.png
962,bombirdier,La altura del pokemon 1.5 m y su peso es 42.9 kg,70,103,85,60,85,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/962.png
963,finizen,La altura del pokemon 1.3 m y su peso es 60.2 kg,70,45,40,45,40,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/963.png
964,palafin,La altura del pokemon 1.3 m y su peso es 60.2 kg,100,70,72,53,62,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/964.png
965,varoom,La altura del pokemon 1.0 m y su peso es 35.0 kg,45,70,63,30,45,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/965.png
966,revavroom,La altura del pokemon 1.8 m y su peso es 120.0 kg,80,119,90,54,67,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/966.png
967,cyclizar,La altura del pokemon 1.6 m y su peso es 63.0 kg,70,95,65,85,65,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/967.png
968,orthworm,La altura del pokemon 2.5 m y su peso es 310.0 kg,70,85,145,60,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/968.png
969,glimmet,La altura del pokemon 0.7 m y su peso es 8.0 kg,48,35,42,105,60,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/969.png
970,glimmora,La altura del pokemon 1.5 m y su peso es 45.0 kg,83,55,90,130,81,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/970.png
971,greavard,La altura del pokemon 0.6 m y su peso es 35.0 kg,50,61,60,30,55,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/971.png
972,houndstone,La altura del pokemon 2.0 m y su peso es 15.0 kg,72,101,100,50,97,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/972.png
973,flamigo,La altura del pokemon 1.6 m y su peso es 37.0 kg,82,115,74,75,64,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/973.png
974,cetoddle,La altura del pokemon 1.2 m y su peso es 45.0 kg,108,68,45,30,40,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/974.png
975,cetitan,La altura del pokemon 4.5 m y su peso es 700.0 kg,170,113,65,45,55,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/975.png
976,veluza,La altura del pokemon 2.5 m y su peso es 90.0 kg,90,102,73,78,65,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/976.png
977,dondozo,La altura del pokemon 12.0 m y su peso es 220.0 kg,150,100,115,65,65,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/977.png
978,tatsugiri,La altura del pokemon 0.3 m y su peso es 8.0 kg,68,50,60,120,95,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/978.png
979,annihilape,La altura del pokemon 1.2 m y su peso es 56.0 kg,110,115,80,50,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/979.png
980,clodsire,La altura del pokemon 1.8 m y su peso es 223.0 kg,130,75,60,45,100,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/980.png
981,farigiraf,La altura del pokemon 3.2 m y su peso es 160.0 kg,120,90,70,110,70,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/981.png
982,dudunsparce,La altura del pokemon 3.6 m y su peso es 39.2 kg,125,100,80,85,75,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/982.png
983,kingambit,La altura del pokemon 2.0 m y su peso es 120.0 kg,100,135,120,60,85,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/983.png
984,great-tusk,La altura del pokemon 2.2 m y su peso es 320.0 kg,115,131,131,53,53,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/984.png
985,scream-tail,La altura del pokemon 1.2 m y su peso es 8.0 kg,115,65,99,65,115,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/985.png
986,brute-bonnet,La altura del pokemon 1.2 m y su peso es 21.0 kg,111,127,99,79,99,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/986.png
987,flutter-mane,La altura del pokemon 1.4 m y su peso es 4.0 kg,55,55,55,135,135,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/987.png
988,slither-wing,La altura del pokemon 3.2 m y su peso es 92.0 kg,85,135,79,85,105,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/988.png
989,sandy-shocks,La altura del pokemon 2.3 m y su peso es 60.0 kg,85,81,97,121,85,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/989.png
990,iron-treads,La altura del pokemon 0.9 m y su peso es 240.0 kg,90,112,120,72,70,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/990.png
991,iron-bundle,La altura del pokemon 0.6 m y su peso es 11.0 kg,56,80,114,124,60,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/991.png
992,iron-hands,La altura del pokemon 1.8 m y su peso es 380.7 kg,154,140,108,50,68,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/992.png
993,iron-jugulis,La altura del pokemon 1.3 m y su peso es 111.0 kg,94,80,86,122,80,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/993.png
994,iron-moth,La altura del pokemon 1.2 m y su peso es 36.0 kg,80,70,60,140,110,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/994.png
995,iron-thorns,La altura del pokemon 1.6 m y su peso es 303.0 kg,100,134,110,70,84,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/995.png
996,frigibax,La altura del pokemon 0.5 m y su peso es 17.0 kg,65,75,45,35,45,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/996.png
997,arctibax,La altura del pokemon 0.8 m y su peso es 30.0 kg,90,95,66,45,65,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/997.png
998,baxcalibur,La altura del pokemon 2.1 m y su peso es 210.0 kg,115,145,92,75,86,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/998.png
999,gimmighoul,La altura del pokemon 0.3 m y su peso es 5.0 kg,45,30,70,75,70,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/999.png
1000,gholdengo,La altura del pokemon 1.2 m y su peso es 30.0 kg,87,60,95,133,91,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1000.png
1001,wo-chien,La altura del pokemon 1.5 m y su peso es 74.2 kg,85,85,100,95,135,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1001.png
1002,chien-pao,La altura del pokemon 1.9 m y su peso es 152.2 kg,80,120,80,90,65,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1002.png
1003,ting-lu,La altura del pokemon 2.7 m y su peso es 699.7 kg,155,110,125,55,80,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1003.png
1004,chi-yu,La altura del pokemon 0.4 m y su peso es 4.9 kg,55,80,80,135,120,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1004.png
1005,roaring-moon,La altura del pokemon 2.0 m y su peso es 380.0 kg,105,139,71,55,101,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1005.png
1006,iron-valiant,La altura del pokemon 1.4 m y su peso es 35.0 kg,74,130,90,120,60,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1006.png
1007,koraidon,La altura del pokemon 2.5 m y su peso es 303.0 kg,100,135,115,85,100,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1007.png
1008,miraidon,La altura del pokemon 3.5 m y su peso es 240.0 kg,100,85,100,135,115,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1008.png
10001,deoxys-attack,La altura del pokemon 1.7 m y su peso es 60.8 kg,50,180,20,180,20,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10001.png
10002,deoxys-defense,La altura del pokemon 1.7 m y su peso es 60.8 kg,50,70,160,70,160,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10002.png
10003,deoxys-speed,La altura del pokemon 1.7 m y su peso es 60.8 kg,50,95,90,95,90,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10003.png
10004,wormadam-sandy,La altura del pokemon 0.5 m y su peso es 6.5 kg,60,79,105,59,85,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10004.png
10005,wormadam-trash,La altura del pokemon 0.5 m y su peso es 6.5 kg,60,69,95,69,95,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10005.png
10006,shaymin-sky,La altura del pokemon 0.4 m y su peso es 5.2 kg,100,103,75,120,75,127,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10006.png
10007,giratina-origin,La altura del pokemon 6.9 m y su peso es 650.0 kg,150,120,100,120,100,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10007.png
10008,rotom-heat,La altura del pokemon 0.3 m y su peso es 0.3 kg,50,65,107,105,107,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10008.png
10009,rotom-wash,La altura del pokemon 0.3 m y su peso es 0.3 kg,50,65,107,105,107,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10009.png
10010,rotom-frost,La altura del pokemon 0.3 m y su peso es 0.3 kg,50,65,107,105,107,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10010.png
10011,rotom-fan,La altura del pokemon 0.3 m y su peso es 0.3 kg,50,65,107,105,107,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10011.png
10012,rotom-mow,La altura del pokemon 0.3 m y su peso es 0.3 kg,50,65,107,105,107,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10012.png
10013,castform-sunny,La altura del pokemon 0.3 m y su peso es 0.8 kg,70,70,70,70,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10013.png
10014,castform-rainy,La altura del pokemon 0.3 m y su peso es 0.8 kg,70,70,70,70,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10014.png
10015,castform-snowy,La altura del pokemon 0.3 m y su peso es 0.8 kg,70,70,70,70,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10015.png
10016,basculin-blue-striped,La altura del pokemon 1.0 m y su peso es 18.0 kg,70,92,65,80,55,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10016.png
10017,darmanitan-zen,La altura del pokemon 1.3 m y su peso es 92.9 kg,105,30,105,140,105,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10017.png
10018,meloetta-pirouette,La altura del pokemon 0.6 m y su peso es 6.5 kg,100,128,90,77,77,128,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10018.png
10019,tornadus-therian,La altura del pokemon 1.4 m y su peso es 63.0 kg,79,100,80,110,90,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10019.png
10020,thundurus-therian,La altura del pokemon 3.0 m y su peso es 61.0 kg,79,105,70,145,80,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10020.png
10021,landorus-therian,La altura del pokemon 1.3 m y su peso es 68.0 kg,89,145,90,105,80,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10021.png
10022,kyurem-black,La altura del pokemon 3.3 m y su peso es 325.0 kg,125,170,100,120,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10022.png
10023,kyurem-white,La altura del pokemon 3.6 m y su peso es 325.0 kg,125,120,90,170,100,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10023.png
10024,keldeo-resolute,La altura del pokemon 1.4 m y su peso es 48.5 kg,91,72,90,129,90,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10024.png
10025,meowstic-female,La altura del pokemon 0.6 m y su peso es 8.5 kg,74,48,76,83,81,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10025.png
10026,aegislash-blade,La altura del pokemon 1.7 m y su peso es 53.0 kg,60,140,50,140,50,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10026.png
10027,pumpkaboo-small,La altura del pokemon 0.3 m y su peso es 3.5 kg,44,66,70,44,55,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10027.png
10028,pumpkaboo-large,La altura del pokemon 0.5 m y su peso es 7.5 kg,54,66,70,44,55,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10028.png
10029,pumpkaboo-super,La altura del pokemon 0.8 m y su peso es 15.0 kg,59,66,70,44,55,41,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10029.png
10030,gourgeist-small,La altura del pokemon 0.7 m y su peso es 9.5 kg,55,85,122,58,75,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10030.png
10031,gourgeist-large,La altura del pokemon 1.1 m y su peso es 14.0 kg,75,95,122,58,75,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10031.png
10032,gourgeist-super,La altura del pokemon 1.7 m y su peso es 39.0 kg,85,100,122,58,75,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10032.png
10033,venusaur-mega,La altura del pokemon 2.4 m y su peso es 155.5 kg,80,100,123,122,120,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10033.png
10034,charizard-mega-x,La altura del pokemon 1.7 m y su peso es 110.5 kg,78,130,111,130,85,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10034.png
10035,charizard-mega-y,La altura del pokemon 1.7 m y su peso es 100.5 kg,78,104,78,159,115,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10035.png
10036,blastoise-mega,La altura del pokemon 1.6 m y su peso es 101.1 kg,79,103,120,135,115,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10036.png
10037,alakazam-mega,La altura del pokemon 1.2 m y su peso es 48.0 kg,55,50,65,175,105,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10037.png
10038,gengar-mega,La altura del pokemon 1.4 m y su peso es 40.5 kg,60,65,80,170,95,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10038.png
10039,kangaskhan-mega,La altura del pokemon 2.2 m y su peso es 100.0 kg,105,125,100,60,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10039.png
10040,pinsir-mega,La altura del pokemon 1.7 m y su peso es 59.0 kg,65,155,120,65,90,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10040.png
10041,gyarados-mega,La altura del pokemon 6.5 m y su peso es 305.0 kg,95,155,109,70,130,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10041.png
10042,aerodactyl-mega,La altura del pokemon 2.1 m y su peso es 79.0 kg,80,135,85,70,95,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10042.png
10043,mewtwo-mega-x,La altura del pokemon 2.3 m y su peso es 127.0 kg,106,190,100,154,100,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10043.png
10044,mewtwo-mega-y,La altura del pokemon 1.5 m y su peso es 33.0 kg,106,150,70,194,120,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10044.png
10045,ampharos-mega,La altura del pokemon 1.4 m y su peso es 61.5 kg,90,95,105,165,110,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10045.png
10046,scizor-mega,La altura del pokemon 2.0 m y su peso es 125.0 kg,70,150,140,65,100,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10046.png
10047,heracross-mega,La altura del pokemon 1.7 m y su peso es 62.5 kg,80,185,115,40,105,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10047.png
10048,houndoom-mega,La altura del pokemon 1.9 m y su peso es 49.5 kg,75,90,90,140,90,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10048.png
10049,tyranitar-mega,La altura del pokemon 2.5 m y su peso es 255.0 kg,100,164,150,95,120,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10049.png
10050,blaziken-mega,La altura del pokemon 1.9 m y su peso es 52.0 kg,80,160,80,130,80,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10050.png
10051,gardevoir-mega,La altura del pokemon 1.6 m y su peso es 48.4 kg,68,85,65,165,135,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10051.png
10052,mawile-mega,La altura del pokemon 1.0 m y su peso es 23.5 kg,50,105,125,55,95,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10052.png
10053,aggron-mega,La altura del pokemon 2.2 m y su peso es 395.0 kg,70,140,230,60,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10053.png
10054,medicham-mega,La altura del pokemon 1.3 m y su peso es 31.5 kg,60,100,85,80,85,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10054.png
10055,manectric-mega,La altura del pokemon 1.8 m y su peso es 44.0 kg,70,75,80,135,80,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10055.png
10056,banette-mega,La altura del pokemon 1.2 m y su peso es 13.0 kg,64,165,75,93,83,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10056.png
10057,absol-mega,La altura del pokemon 1.2 m y su peso es 49.0 kg,65,150,60,115,60,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10057.png
10058,garchomp-mega,La altura del pokemon 1.9 m y su peso es 95.0 kg,108,170,115,120,95,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10058.png
10059,lucario-mega,La altura del pokemon 1.3 m y su peso es 57.5 kg,70,145,88,140,70,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10059.png
10060,abomasnow-mega,La altura del pokemon 2.7 m y su peso es 185.0 kg,90,132,105,132,105,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10060.png
10061,floette-eternal,La altura del pokemon 0.2 m y su peso es 0.9 kg,74,65,67,125,128,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10061.png
10062,latias-mega,La altura del pokemon 1.8 m y su peso es 52.0 kg,80,100,120,140,150,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10062.png
10063,latios-mega,La altura del pokemon 2.3 m y su peso es 70.0 kg,80,130,100,160,120,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10063.png
10064,swampert-mega,La altura del pokemon 1.9 m y su peso es 102.0 kg,100,150,110,95,110,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10064.png
10065,sceptile-mega,La altura del pokemon 1.9 m y su peso es 55.2 kg,70,110,75,145,85,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10065.png
10066,sableye-mega,La altura del pokemon 0.5 m y su peso es 161.0 kg,50,85,125,85,115,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10066.png
10067,altaria-mega,La altura del pokemon 1.5 m y su peso es 20.6 kg,75,110,110,110,105,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10067.png
10068,gallade-mega,La altura del pokemon 1.6 m y su peso es 56.4 kg,68,165,95,65,115,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10068.png
10069,audino-mega,La altura del pokemon 1.5 m y su peso es 32.0 kg,103,60,126,80,126,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10069.png
10070,sharpedo-mega,La altura del pokemon 2.5 m y su peso es 130.3 kg,70,140,70,110,65,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10070.png
10071,slowbro-mega,La altura del pokemon 2.0 m y su peso es 120.0 kg,95,75,180,130,80,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10071.png
10072,steelix-mega,La altura del pokemon 10.5 m y su peso es 740.0 kg,75,125,230,55,95,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10072.png
10073,pidgeot-mega,La altura del pokemon 2.2 m y su peso es 50.5 kg,83,80,80,135,80,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10073.png
10074,glalie-mega,La altura del pokemon 2.1 m y su peso es 350.2 kg,80,120,80,120,80,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10074.png
10075,diancie-mega,La altura del pokemon 1.1 m y su peso es 27.8 kg,50,160,110,160,110,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10075.png
10076,metagross-mega,La altura del pokemon 2.5 m y su peso es 942.9 kg,80,145,150,105,110,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10076.png
10077,kyogre-primal,La altura del pokemon 9.8 m y su peso es 430.0 kg,100,150,90,180,160,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10077.png
10078,groudon-primal,La altura del pokemon 5.0 m y su peso es 999.7 kg,100,180,160,150,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10078.png
10079,rayquaza-mega,La altura del pokemon 10.8 m y su peso es 392.0 kg,105,180,100,180,100,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10079.png
10080,pikachu-rock-star,La altura del pokemon 0.4 m y su peso es 6.0 kg,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10080.png
10081,pikachu-belle,La altura del pokemon 0.4 m y su peso es 6.0 kg,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10081.png
10082,pikachu-pop-star,La altura del pokemon 0.4 m y su peso es 6.0 kg,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10082.png
10083,pikachu-phd,La altura del pokemon 0.4 m y su peso es 6.0 kg,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10083.png
10084,pikachu-libre,La altura del pokemon 0.4 m y su peso es 6.0 kg,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10084.png
10085,pikachu-cosplay,La altura del pokemon 0.4 m y su peso es 6.0 kg,35,55,40,50,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10085.png
10086,hoopa-unbound,La altura del pokemon 6.5 m y su peso es 490.0 kg,80,160,60,170,130,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10086.png
10087,camerupt-mega,La altura del pokemon 2.5 m y su peso es 320.5 kg,70,120,100,145,105,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10087.png
10088,lopunny-mega,La altura del pokemon 1.3 m y su peso es 28.3 kg,65,136,94,54,96,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10088.png
10089,salamence-mega,La altura del pokemon 1.8 m y su peso es 112.6 kg,95,145,130,120,90,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10089.png
10090,beedrill-mega,La altura del pokemon 1.4 m y su peso es 40.5 kg,65,150,40,15,80,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10090.png
10091,rattata-alola,La altura del pokemon 0.3 m y su peso es 3.8 kg,30,56,35,25,35,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10091.png
